,league_id,date,saison,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
1973,1729,2009-04-04 00:00:00,2008/2009,8655,8586,2,1
1974,1729,2009-04-04 00:00:00,2008/2009,9879,8650,0,1
1975,1729,2009-04-04 00:00:00,2008/2009,8559,8549,4,1
1976,1729,2009-04-04 00:00:00,2008/2009,8659,10194,0,2
1977,1729,2009-04-04 00:00:00,2008/2009,8667,8462,0,0
1978,1729,2009-04-11 00:00:00,2008/2009,8650,8655,4,0
1979,1729,2009-04-11 00:00:00,2008/2009,8472,10260,1,2
1980,1729,2009-04-11 00:00:00,2008/2009,8586,8654,1,0
1981,1729,2009-04-12 00:00:00,2008/2009,10252,8668,3,3
1982,1729,2009-04-11 00:00:00,2008/2009,8549,8667,3,1
1983,1729,2009-04-12 00:00:00,2008/2009,8456,9879,1,3
1984,1729,2009-04-11 00:00:00,2008/2009,8462,8659,2,2
1985,1729,2009-04-11 00:00:00,2008/2009,10194,10261,1,1
1986,1729,2009-04-11 00:00:00,2008/2009,8528,9825,1,4
1987,1729,2009-04-11 00:00:00,2008/2009,8455,8559,4,3
1988,1729,2009-04-21 00:00:00,2008/2009,8650,9825,4,4
1989,1729,2009-04-18 00:00:00,2008/2009,8472,8667,1,0
1990,1729,2009-04-19 00:00:00,2008/2009,8586,10261,1,0
1991,1729,2009-04-18 00:00:00,2008/2009,10252,8654,1,1
1992,1729,2009-04-18 00:00:00,2008/2009,8549,9879,0,0
1993,1729,2009-04-19 00:00:00,2008/2009,8456,8659,4,2
1994,1729,2009-04-18 00:00:00,2008/2009,8462,8559,1,0
1995,1729,2009-04-18 00:00:00,2008/2009,10194,8655,1,0
1996,1729,2009-05-13 00:00:00,2008/2009,8528,10260,1,2
1997,1729,2009-04-22 00:00:00,2008/2009,8455,8668,0,0
1998,1729,2009-04-25 00:00:00,2008/2009,10260,8586,5,2
1999,1729,2009-04-26 00:00:00,2008/2009,9825,8549,2,0
2000,1729,2009-04-25 00:00:00,2008/2009,8654,8455,0,1
2001,1729,2009-04-25 00:00:00,2008/2009,8668,8456,1,2
2002,1729,2009-04-27 00:00:00,2008/2009,10261,8462,0,0
2003,1729,2009-04-26 00:00:00,2008/2009,8655,8528,2,0
2004,1729,2009-04-25 00:00:00,2008/2009,9879,10194,1,0
2005,1729,2009-04-25 00:00:00,2008/2009,8559,10252,1,1
2006,1729,2009-04-25 00:00:00,2008/2009,8659,8472,3,0
2007,1729,2009-04-25 00:00:00,2008/2009,8667,8650,1,3
2008,1729,2009-05-03 00:00:00,2008/2009,8650,10261,3,0
2009,1729,2009-05-03 00:00:00,2008/2009,8472,8668,0,2
2010,1729,2009-05-02 00:00:00,2008/2009,8586,8659,1,0
2011,1729,2009-05-04 00:00:00,2008/2009,10252,8667,1,0
2012,1729,2009-05-02 00:00:00,2008/2009,8549,10260,0,2
2013,1729,2009-05-02 00:00:00,2008/2009,8456,8655,3,1
2014,1729,2009-05-02 00:00:00,2008/2009,8462,9825,0,3
2015,1729,2009-05-02 00:00:00,2008/2009,10194,8654,0,1
